0	18	0.9	Roznavska
95	1	2	Chrenovisko
0	8	2.8	Kosicka cesta
0	8	3	Cerencianska
0	10	1.3	Hostinskeho
0	14	0.8	Malohontska
8	6	0.5	Bartoka
0	2	0.2	Hl. n.
0	2	0.5	Janosikova
1	2	0.3	Hatvaniho
35	4	0.8	Mikszatha
25	0	0.25	Svatoplukova
15	0	0.3	Hviezdoslavova
0	4	0.5	Rimavska
0	6	0.2	Bodona
0	30	0.9	Svobodu
0	8	0.2	Usiaka
0	8	0.4	Clementisa
19	3	0.7	Kirejevska
0	12	0.5	Ceska
30	2	0.4	Sedliacka
0	4	0.3	Rybarska
