0	8	2.8	Kosicka cesta
95	1	2	Chrenovisko
0	8	3	Cerencianska
35	4	0.8	Mikszatha
25	0	0.25	Svatoplukova
15	0	0.3	Hviezdoslavova
0	18	1.2	Roznavska


